person_id,tour_index,purpose,location_id,destination_geography_id,x_m,y_m,duration_s,initial_mode,source,destination_source
baseline_155,0,work,osm_node_6229353244,27:518:99999:802794:2487:000000,284599.31208435504,2121061.2880791416,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_156,0,work,osm_node_7064472985,,301815.57953474234,2099646.4158873563,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_156,1,social,census_27:520:04179:554318:0000:000000,27:520:04179:554318:0000:000000,289985.57307880855,2036593.290522165,3420,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_156,2,shopping,osm_node_10203374505,27:520:04177:554086:0000:000000,279787.66912087006,2065992.1445682466,4320,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_157,0,work,census_27:517:04158:551653:0000:000000,27:517:04158:551653:0000:000000,282570.01178219076,2215240.1134599755,28800,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_159,0,work,census_27:517:04163:552201:0000:000000,27:517:04163:552201:0000:000000,258236.93726390216,2190396.498000698,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_161,0,leisure,osm_way_758559013,27:518:99999:802794:1668:000000,276652.1487143386,2125720.2697655526,5460,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_161,1,shopping,osm_node_9812336837,27:518:99999:802794:1870:000000,273825.4415634236,2129649.721866791,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_162,0,work,osm_node_12926036241,27:518:99999:802794:1144:000000,272324.46401295805,2108972.6752101877,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_163,0,social,census_27:518:99999:802794:1561:000000,27:518:99999:802794:1561:000000,268354.3891285608,2119460.362998899,3450,taxi,synthetic_provisional_activity,historical_population_location_proxy
baseline_165,0,work,osm_node_7655439025,,370161.66377263784,2206569.283649879,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_166,0,education,osm_way_979386027,27:519:99999:802794:0628:000000,272457.5050814188,2102803.502683156,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_167,0,work,osm_node_4393199076,,290077.7233875506,2108386.2799400883,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_167,1,leisure,osm_way_957830588,27:520:04173:553463:0000:000000,302754.0745082533,2098061.6288419147,5160,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_167,2,social,census_27:520:04176:553858:0000:000000,27:520:04176:553858:0000:000000,298973.33493402426,2083035.845528861,3930,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_168,0,education,osm_way_1162013242,,263570.6941302058,2190878.8199855033,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_169,0,shopping,osm_node_5270083121,,302587.0896769274,2101749.195364072,4320,bike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_170,0,work,census_27:518:99999:802794:1255:000000,27:518:99999:802794:1255:000000,275516.70556404133,2115456.3087005336,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_171,0,work,census_27:519:99999:802794:0933:000000,27:519:99999:802794:0933:000000,273717.8667933935,2106506.3754788395,28800,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_171,1,social,osm_way_353141434,27:518:99999:802794:1255:000000,275595.15603193856,2115976.783307791,3450,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_172,0,leisure,osm_node_11452002809,27:518:99999:802794:1145:000000,275812.43685940205,2109850.6979953037,5670,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_173,0,work,osm_node_2590293389,27:518:99999:802794:1353:000000,270915.48095400014,2116133.8570174435,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_173,1,shopping,osm_node_12486490232,27:518:99999:802794:1352:000000,271285.1412017471,2117923.3283350356,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_174,0,education,osm_node_9818806583,27:517:04168:552980:0000:000000,299625.9701241813,2126126.611303458,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_175,0,work,census_27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,278238.9955045299,2113444.001519714,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_175,1,leisure,osm_way_1186981088,27:519:99999:802794:0934:000000,272422.6134570704,2105161.0014498373,5460,bike,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_176,0,work,census_27:520:04178:554209:0000:000000,27:520:04178:554209:0000:000000,293379.33896761155,2021807.5819655196,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_177,0,work,osm_node_7604724839,27:518:99999:802794:2385:000000,282765.1978294989,2118296.690661624,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_177,1,social,osm_node_3224692238,27:518:99999:802794:2486:000000,285263.4205542322,2121199.462885836,3450,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_178,0,work,osm_node_8537797179,,286571.4336653319,2127669.8647809387,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_181,0,shopping,osm_node_7484904587,27:518:99999:802794:1668:000000,275933.1500209422,2125753.2769270875,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_182,0,work,osm_node_12290054552,27:518:99999:802794:1357:000000,273409.06935872976,2118385.9934756886,28800,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_184,0,work,osm_way_1251919346,27:517:04168:552980:0000:000000,298572.79217739066,2125972.599654179,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_184,1,leisure,osm_node_5493336911,,315594.3110853216,2120804.492905081,4560,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_184,2,shopping,osm_node_10230892828,27:520:04174:553522:0000:000000,323029.3842739577,2113671.2010896713,4320,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_185,0,work,census_27:520:04177:554151:0000:000000,27:520:04177:554151:0000:000000,282397.47783828934,2061498.1636748821,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_185,1,leisure,osm_node_4756724223,27:519:99999:802794:0103:000000,270562.77739788615,2093886.33584081,5160,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_185,2,social,census_27:520:04177:554031:0000:000000,27:520:04177:554031:0000:000000,275382.4149265714,2067547.163108275,3930,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_186,0,work,osm_node_10255674888,27:518:99999:802794:2487:000000,284536.3744121918,2121565.254563678,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_186,1,social,osm_node_10259396184,27:518:99999:802794:2487:000000,284944.8977218979,2121587.418795859,3390,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_188,0,social,census_27:518:99999:802794:2385:000000,27:518:99999:802794:2385:000000,283309.58938556846,2117997.3953740587,3390,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_189,0,education,osm_node_11296361349,27:518:99999:802794:1141:000000,271341.40476662386,2109009.0687242867,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_190,0,education,osm_way_1127574408,27:518:99999:802794:2385:000000,282908.2635414917,2118596.9695556215,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_191,0,work,census_27:518:99999:802794:1977:000000,27:518:99999:802794:1977:000000,276833.6403977731,2108716.4352670684,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_191,1,leisure,osm_way_1354007405,27:519:99999:802794:0419:000000,269658.6628258416,2097399.7559105176,5670,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_192,0,work,osm_node_14183134190,,371504.6124967776,2047519.965317964,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_192,1,leisure,osm_way_1302821612,27:520:04173:553423:0000:000000,304676.7999703728,2100428.090450551,4560,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_192,2,shopping,osm_node_9801911357,,325275.4683771132,2077586.8929932532,4320,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_194,0,leisure,osm_way_1385268783,,275331.57111823047,2135408.7572076884,5670,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_194,1,shopping,osm_way_151848226,27:518:99999:802794:1460:000000,272409.2703780291,2121406.95492791,1425,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_195,0,leisure,osm_node_7555651085,27:517:04163:552269:0000:000000,267930.5674455748,2170516.6208656575,4560,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_196,0,work,census_27:520:04186:555189:0000:000000,27:520:04186:555189:0000:000000,350166.42814049486,1985725.1561145135,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_200,0,work,osm_node_11691734647,27:517:04165:552450:0000:000000,289642.98761535913,2109318.954249594,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_200,1,shopping,osm_node_9830099649,,289368.6529403167,2118346.7068042574,4320,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_202,0,work,osm_node_3125292401,27:518:99999:802794:2180:000000,278721.8125931652,2105252.2478297455,28800,ride,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_202,1,leisure,osm_node_14039202220,27:518:99999:802794:2284:000000,279840.2506271229,2115441.933018622,5670,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_203,0,social,osm_way_255363748,27:518:99999:802794:1140:000000,270881.6781867753,2108063.8777066106,3390,bike,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_204,0,social,osm_way_358315732,27:518:99999:802794:1667:000000,273690.6685425175,2124890.0247148024,3450,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_205,0,work,osm_node_11451989747,27:519:99999:802794:0934:000000,272178.3467014675,2105052.191422847,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_205,1,leisure,osm_way_461275544,27:518:99999:802794:2179:000000,278551.40221751586,2109571.933809722,5460,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_205,2,shopping,osm_node_5878271302,27:518:99999:802794:2284:000000,279435.97643272404,2114894.4535487103,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_206,0,social,osm_way_1292036617,27:517:04170:553030:0000:000000,308200.8780110823,2114715.389223039,3930,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_207,0,education,osm_way_575838155,,293336.25386091287,2105167.746424876,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_208,0,work,osm_node_11430465717,27:518:99999:802794:2281:000000,279275.71977693564,2110681.716323307,28800,ride,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_209,0,work,census_27:518:99999:802794:1256:000000,27:518:99999:802794:1256:000000,275059.69013904536,2117031.9601191524,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_210,0,work,osm_node_12271316906,,291299.0379477093,2105710.3654014748,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_210,1,leisure,osm_way_1069642502,,288300.87913418555,2118090.374996222,4560,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_210,2,shopping,osm_node_10902512503,27:517:04168:553000:0000:000000,301564.2718595417,2120713.569244796,4320,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_212,0,social,census_27:519:99999:802794:0933:000000,27:519:99999:802794:0933:000000,273717.8667933935,2106506.3754788395,3390,ride,synthetic_provisional_activity,historical_population_location_proxy
baseline_213,0,work,osm_way_372557902,27:520:04173:553513:0001:000000,296724.81897499436,2105793.3049548026,28800,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_213,1,shopping,osm_node_3207242994,27:518:99999:802794:1562:000000,272574.3467540805,2123102.375100277,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_214,0,leisure,census_27:518:99999:802794:1460:000000,27:518:99999:802794:1460:000000,272083.9891974064,2120109.129958732,5460,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_214,1,shopping,osm_node_3221684724,27:518:99999:802794:1352:000000,271710.6278325792,2117323.2309307414,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_216,0,work,osm_way_222338978,,279263.02974977373,2117536.666179288,28800,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_217,0,work,osm_node_1070857118,,276638.96526388277,2131286.8750018114,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_217,1,leisure,osm_way_228355363,27:519:99999:802794:0933:000000,274139.4454001382,2107113.17043945,5670,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_218,0,leisure,osm_way_250294232,27:518:99999:802794:1351:000000,271159.1413756688,2115248.0873173457,5460,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_219,0,work,osm_node_12848913145,27:518:99999:802794:1351:000000,271307.87298352935,2113940.9058409026,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_219,1,social,census_27:518:99999:802794:2284:000000,27:518:99999:802794:2284:000000,280869.99131930916,2114534.273367551,3390,taxi,synthetic_provisional_activity,historical_population_location_proxy
